NCBI GeneID	Symbol	Description	Taxonomic Name	Common Name	Gene Type	Transcripts	Gene Group Identifier	Gene Group Method
100328906	TSEN34	tRNA splicing endonuclease subunit 34	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	3	79042	NCBI Ortholog
100328918	FAM83C	family with sequence similarity 83 member C	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1	128876	NCBI Ortholog
100328919	ROMO1	reactive oxygen species modulator 1	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	2	140823	NCBI Ortholog
100328920	AFF4	ALF transcription elongation factor 4	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	4	27125	NCBI Ortholog
100328921	CFAP298	cilia and flagella associated protein 298	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1	56683	NCBI Ortholog
100328935	CYP2C30	cytochrome P450 2C30	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	4		
100328955	VPREB2	pre-B lymphocyte 2	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
100328957	LOC100328957	pre-B lymphocyte 1	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
100337688	GRAMD4	GRAM domain containing 4	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	4	23151	NCBI Ortholog
100337689	SLC44A1	solute carrier family 44 member 1	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	4	23446	NCBI Ortholog
100337696	STARD10	StAR related lipid transfer domain containing 10	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	5	10809	NCBI Ortholog
100337700	ZDHHC24	zinc finger DHHC-type containing 24	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1	254359	NCBI Ortholog
100337702	WDR17	WD repeat domain 17	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	3	116966	NCBI Ortholog
100337704	IMMT	inner membrane mitochondrial protein	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	14	10989	NCBI Ortholog
100337705	CLHC1	clathrin heavy chain linker domain containing 1	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	5	130162	NCBI Ortholog
100337706	LOC100337706	uridine diphosphate glucose pyrophosphatase NUDT14	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
100337708	TTC32	tetratricopeptide repeat domain 32	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	3	130502	NCBI Ortholog
100337710	NEURL1B	neuralized E3 ubiquitin protein ligase 1B	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1	54492	NCBI Ortholog
100337711	RRM2B	ribonucleotide reductase regulatory TP53 inducible subunit M2B	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	6	50484	NCBI Ortholog
100337713	SHLD1	shieldin complex subunit 1	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	5	149840	NCBI Ortholog
100337715	FMNL3	formin like 3	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	8	91010	NCBI Ortholog
100337717	ACSS3	acyl-CoA synthetase short chain family member 3	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	3	79611	NCBI Ortholog
100337718	GPATCH1	G-patch domain containing 1	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	2	55094	NCBI Ortholog
100337719	CFAP20	cilia and flagella associated protein 20	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1	29105	NCBI Ortholog
100337721	IL4R	interleukin 4 receptor	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1	3566	NCBI Ortholog
100337724	HOXD3	homeobox D3	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	2	3232	NCBI Ortholog
100337726	WDFY1	WD repeat and FYVE domain containing 1	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	6	57590	NCBI Ortholog
100337727	PIK3C2G	phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 gamma	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	10	5288	NCBI Ortholog
100337729	CHD4	chromodomain helicase DNA binding protein 4	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	13	1108	NCBI Ortholog
100337730	SYNPR	synaptoporin	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	3	132204	NCBI Ortholog
100337731	MAP4	microtubule associated protein 4	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	27	4134	NCBI Ortholog
100337732	RAPGEF5	Rap guanine nucleotide exchange factor 5	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1	9771	NCBI Ortholog
100337733	PJA2	praja ring finger ubiquitin ligase 2	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	2	9867	NCBI Ortholog
100337734	ZNF131	zinc finger protein 131	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	8	7690	NCBI Ortholog
100337735	MARVELD2	MARVEL domain containing 2	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	7	153562	NCBI Ortholog
100337736	SMIM8	small integral membrane protein 8	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	8	57150	NCBI Ortholog
100337737	SLC2A12	solute carrier family 2 member 12	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1	154091	NCBI Ortholog
100337739	TOR3A	torsin family 3 member A	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1	64222	NCBI Ortholog
100337740	TCHH	trichohyalin	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	2	7062	NCBI Ortholog
100337741	GPR61	G protein-coupled receptor 61	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1	83873	NCBI Ortholog
100337742	STT3B	STT3 oligosaccharyltransferase complex catalytic subunit B	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	2	201595	NCBI Ortholog
100337743	MAP6D1	MAP6 domain containing 1	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	12	79929	NCBI Ortholog
100337744	LSG1	large 60S subunit nuclear export GTPase 1	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	3	55341	NCBI Ortholog
100337747	THNSL1	threonine synthase like 1	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	4	79896	NCBI Ortholog
100337748	PGBD5	piggyBac transposable element derived 5	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1	79605	NCBI Ortholog
100337752	CATSPER2	cation channel sperm associated 2	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	3	117155	NCBI Ortholog
100337753	C17H14orf93	chromosome 17 C14orf93 homolog	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	2	60686	NCBI Ortholog
100337755	SLC35F4	solute carrier family 35 member F4	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1	341880	NCBI Ortholog
100337757	PIK3R5	phosphoinositide-3-kinase regulatory subunit 5	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	2	23533	NCBI Ortholog
100337758	PITPNC1	phosphatidylinositol transfer protein cytoplasmic 1	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	2	26207	NCBI Ortholog
100337759	MORC2	MORC family CW-type zinc finger 2	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	2	22880	NCBI Ortholog
100337760	PHETA1	PH domain containing endocytic trafficking adaptor 1	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	3	144717	NCBI Ortholog
100337761	EIF1AX	eukaryotic translation initiation factor 1A X-linked	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1	1964	NCBI Ortholog
100337764	SLC25A5	solute carrier family 25 member 5	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1	292	NCBI Ortholog
100337768	CRPPA	CDP-L-ribitol pyrophosphorylase A	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	11	729920	NCBI Ortholog
100337769	MYO1A	myosin IA	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	3	4640	NCBI Ortholog
100337770	SF3A1	splicing factor 3a subunit 1	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1	10291	NCBI Ortholog
100337771	ZNF592	zinc finger protein 592	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	2	9640	NCBI Ortholog
100337775	C2CD2L	C2CD2 like	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	3	9854	NCBI Ortholog
100337777	CA9	carbonic anhydrase 9	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	4	768	NCBI Ortholog
100337782	C1H11orf54	chromosome 1 C11orf54 homolog	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	5	28970	NCBI Ortholog
100337783	LOC100337783	guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	3		
100337784	DNAJB13	DnaJ heat shock protein family (Hsp40) member B13	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1	374407	NCBI Ortholog
100337785	CBX8	chromobox 8	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1	57332	NCBI Ortholog
100337790	LOC100337790	inhibitor of growth protein 1	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	2		
100337791	PRSS55	serine protease 55	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1	203074	NCBI Ortholog
100337792	ASF1B	anti-silencing function 1B histone chaperone	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1	55723	NCBI Ortholog
100337794	GSR	glutathione-disulfide reductase	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	2	2936	NCBI Ortholog
100337795	TIA1	TIA1 cytotoxic granule associated RNA binding protein	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	15	7072	NCBI Ortholog
100337796	DNAAF10	dynein axonemal assembly factor 10	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1	116143	NCBI Ortholog
100337797	ARHGEF33	Rho guanine nucleotide exchange factor 33	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	12	100271715	NCBI Ortholog
100337799	NHP2	NHP2 ribonucleoprotein	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	2	55651	NCBI Ortholog
100337802	ANO6	anoctamin 6	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	3	196527	NCBI Ortholog
100337803	KIF15	kinesin family member 15	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	4	56992	NCBI Ortholog
100337804	SIGLEC15	sialic acid binding Ig like lectin 15	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	2	284266	NCBI Ortholog
100337806	ZMIZ2	zinc finger MIZ-type containing 2	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	3	83637	NCBI Ortholog
100337807	MSH3	mutS homolog 3	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	2	4437	NCBI Ortholog
100337809	LOC100337809	G protein signaling modulator 3	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
100337811	AARS2	alanyl-tRNA synthetase 2, mitochondrial	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1	57505	NCBI Ortholog
100337814	CITED4	Cbp/p300 interacting transactivator with Glu/Asp rich carboxy-terminal domain 4	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1	163732	NCBI Ortholog
100337816	NAXE	NAD(P)HX epimerase	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1	128240	NCBI Ortholog
100337818	ABCA4	ATP binding cassette subfamily A member 4	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1	24	NCBI Ortholog
100337819	MYSM1	Myb like, SWIRM and MPN domains 1	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	6	114803	NCBI Ortholog
100337820	LMO4	LIM domain only 4	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	2	8543	NCBI Ortholog
100337821	CRYBG2	crystallin beta-gamma domain containing 2	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	3	55057	NCBI Ortholog
100337822	PIK3CA	phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit alpha	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	2	5290	NCBI Ortholog
100337823	LOC100337823	keratin-associated protein 11-1	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1	337880	NCBI Ortholog
100337824	MRPL1	mitochondrial ribosomal protein L1	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1	65008	NCBI Ortholog
100337826	INTS12	integrator complex subunit 12	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	6	57117	NCBI Ortholog
100337828	TNNI1	troponin I1, slow skeletal type	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	2	7135	NCBI Ortholog
100337829	EPB42	erythrocyte membrane protein band 4.2	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1	2038	NCBI Ortholog
100337831	NHLRC2	NHL repeat containing 2	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1	374354	NCBI Ortholog
100337832	NEURL4	neuralized E3 ubiquitin protein ligase 4	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	4	84461	NCBI Ortholog
100337834	MMD	monocyte to macrophage differentiation associated	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	6	23531	NCBI Ortholog
100337835	ATXN7L3	ataxin 7 like 3	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	6	56970	NCBI Ortholog
100337836	RDH12	retinol dehydrogenase 12	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1	145226	NCBI Ortholog
100337837	ERG28	ergosterol biosynthesis 28 homolog	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	5	11161	NCBI Ortholog
100337840	PBX3	PBX homeobox 3	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	2	5090	NCBI Ortholog
100337845	CARTPT	CART prepropeptide	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1	9607	NCBI Ortholog
100337846	TNRC6B	trinucleotide repeat containing adaptor 6B	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	8	23112	NCBI Ortholog
100337848	TBC1D2B	TBC1 domain family member 2B	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	4	23102	NCBI Ortholog
100337850	WDR20	WD repeat domain 20	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	15	91833	NCBI Ortholog
100337851	CERS3	ceramide synthase 3	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	2	204219	NCBI Ortholog
100337855	CLDN9	claudin 9	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1	9080	NCBI Ortholog
100337856	ZMIZ1	zinc finger MIZ-type containing 1	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1	57178	NCBI Ortholog
100337860	CTTN	cortactin	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	3	2017	NCBI Ortholog
100337862	ACER2	alkaline ceramidase 2	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	6	340485	NCBI Ortholog
100337867	SMC1B	structural maintenance of chromosomes 1B	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	3	27127	NCBI Ortholog
100337868	UBASH3B	ubiquitin associated and SH3 domain containing B	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1	84959	NCBI Ortholog
100337869	LOC100337869	dynein heavy chain domain-containing protein 1	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
100337870	TMPRSS2	transmembrane serine protease 2	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	3	7113	NCBI Ortholog
100337871	ARHGAP32	Rho GTPase activating protein 32	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1	9743	NCBI Ortholog
100337872	LRWD1	leucine rich repeats and WD repeat domain containing 1	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	2	222229	NCBI Ortholog
100337874	PRRG4	proline rich and Gla domain 4	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	2	79056	NCBI Ortholog
100337879	BRICD5	BRICHOS domain containing 5	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	3	283870	NCBI Ortholog
100337880	MRPS5	mitochondrial ribosomal protein S5	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1	64969	NCBI Ortholog
100337882	ADCY8	adenylate cyclase 8	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	4	114	NCBI Ortholog
100337883	COL22A1	collagen type XXII alpha 1 chain	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	3	169044	NCBI Ortholog
100337884	CALCOCO1	calcium binding and coiled-coil domain 1	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	2	57658	NCBI Ortholog
100337885	WIF1	WNT inhibitory factor 1	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1	11197	NCBI Ortholog
100337886	CBY1	chibby 1, beta catenin antagonist	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	3	25776	NCBI Ortholog
100337887	SIRT2	sirtuin 2	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	4	22933	NCBI Ortholog
100337888	TRADD	TNFRSF1A associated via death domain	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	4	8717	NCBI Ortholog
100337889	GRIN2A	glutamate ionotropic receptor NMDA type subunit 2A	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1	2903	NCBI Ortholog
100337891	NCKAP1	NCK associated protein 1	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	4	10787	NCBI Ortholog
100337892	DDX18	DEAD-box helicase 18	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	7	8886	NCBI Ortholog
100337894	SIAH3	siah E3 ubiquitin protein ligase family member 3	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1	283514	NCBI Ortholog
100337895	POGLUT2	protein O-glucosyltransferase 2	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	2	79070	NCBI Ortholog
100337896	MCM2	minichromosome maintenance complex component 2	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	2	4171	NCBI Ortholog
100337898	KLHDC8B	kelch domain containing 8B	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1	200942	NCBI Ortholog
100337899	ZBTB7C	zinc finger and BTB domain containing 7C	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	3	201501	NCBI Ortholog
100337900	KDSR	3-ketodihydrosphingosine reductase	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	2	2531	NCBI Ortholog
100337903	NEDD9	neural precursor cell expressed, developmentally down-regulated 9	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	2	4739	NCBI Ortholog
100337906	LOC100337906	TUB like protein 1	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
100337907	TCTE1	t-complex-associated-testis-expressed 1	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	4	202500	NCBI Ortholog
100337908	ZDHHC14	zinc finger DHHC-type palmitoyltransferase 14	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1	79683	NCBI Ortholog
100337910	STIL	STIL centriolar assembly protein	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	9	6491	NCBI Ortholog
100337912	MLH1	mutL homolog 1	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	5	4292	NCBI Ortholog
100337913	TSC22D2	TSC22 domain family member 2	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	8	9819	NCBI Ortholog
100337914	GPR160	G protein-coupled receptor 160	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	4	26996	NCBI Ortholog
100337915	PCOLCE2	procollagen C-endopeptidase enhancer 2	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1	26577	NCBI Ortholog
100337917	LNP1	leukemia NUP98 fusion partner 1	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	2	348801	NCBI Ortholog
100337921	CDH23	cadherin related 23	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	2	64072	NCBI Ortholog
100337923	GLOD4	glyoxalase domain containing 4	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	3	51031	NCBI Ortholog
100337925	MED13	mediator complex subunit 13	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	7	9969	NCBI Ortholog
100337926	IGFBP4	insulin like growth factor binding protein 4	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1	3487	NCBI Ortholog
100337927	CIPC	CLOCK interacting pacemaker	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	6	85457	NCBI Ortholog
100337929	TASL	TLR adaptor interacting with endolysosomal SLC15A4	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	2	80231	NCBI Ortholog
100337930	PSMD10	proteasome 26S subunit, non-ATPase 10	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	2	5716	NCBI Ortholog
100337931	TMEM35A	transmembrane protein 35A	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1	59353	NCBI Ortholog
100337932	RCBTB1	RCC1 and BTB domain containing protein 1	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	9	55213	NCBI Ortholog
100337934	DNTTIP1	deoxynucleotidyltransferase terminal interacting protein 1	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	2	116092	NCBI Ortholog
100337935	GTF3C4	general transcription factor IIIC subunit 4	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	3	9329	NCBI Ortholog
100337936	CCL25	C-C motif chemokine ligand 25	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1	6370	NCBI Ortholog
100337937	TFAP4	transcription factor AP-4	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1	7023	NCBI Ortholog
100337938	EGLN2	egl-9 family hypoxia inducible factor 2	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	4	112398	NCBI Ortholog
100337940	ZNF605	zinc finger protein 605	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	7	100289635	NCBI Ortholog
100337942	CDK3	cyclin dependent kinase 3	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	2	1018	NCBI Ortholog
100337947	CARNMT1	carnosine N-methyltransferase 1	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	3	138199	NCBI Ortholog
100337948	KIRREL3	kirre like nephrin family adhesion molecule 3	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	4	84623	NCBI Ortholog
100337951	PDE2A	phosphodiesterase 2A	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	5	5138	NCBI Ortholog
100337953	SLC19A1	solute carrier family 19 member 1	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1	6573	NCBI Ortholog
100337954	CCDC87	coiled-coil domain containing 87	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1	55231	NCBI Ortholog
100337956	SPCS3	signal peptidase complex subunit 3	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1	60559	NCBI Ortholog
100337958	PTCD3	pentatricopeptide repeat domain 3	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	5	55037	NCBI Ortholog
100337959	FHL2	four and a half LIM domains 2	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	3	2274	NCBI Ortholog
100337960	SPR	sepiapterin reductase	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1	6697	NCBI Ortholog
100337962	MATN3	matrilin 3	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	2	4148	NCBI Ortholog
100337963	SPINK5	serine peptidase inhibitor Kazal type 5	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1	11005	NCBI Ortholog
100337964	ERGIC1	endoplasmic reticulum-golgi intermediate compartment 1	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	4	57222	NCBI Ortholog
100337967	MCM8	minichromosome maintenance 8 homologous recombination repair factor	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	4	84515	NCBI Ortholog
100337968	NDUFAF5	NADH:ubiquinone oxidoreductase complex assembly factor 5	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	2	79133	NCBI Ortholog
100337969	TMBIM6	transmembrane BAX inhibitor motif containing 6	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	3	7009	NCBI Ortholog
100337971	PPFIA2	PTPRF interacting protein alpha 2	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	21	8499	NCBI Ortholog
100337972	KCTD15	potassium channel tetramerization domain containing 15	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	3	79047	NCBI Ortholog
100337973	CSNK2A2	casein kinase 2 alpha 2	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	2	1459	NCBI Ortholog
100337975	GTF3C1	general transcription factor IIIC subunit 1	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	3	2975	NCBI Ortholog
100337978	MTX2	metaxin 2	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	2	10651	NCBI Ortholog
100337979	DAW1	dynein assembly factor with WD repeats 1	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1	164781	NCBI Ortholog
100337980	MRPL44	mitochondrial ribosomal protein L44	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1	65080	NCBI Ortholog
100337981	BCAT1	branched chain amino acid transaminase 1	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	3	586	NCBI Ortholog
100337982	SRPRB	SRP receptor subunit beta	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1	58477	NCBI Ortholog
100337984	RNF123	ring finger protein 123	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	5	63891	NCBI Ortholog
100337985	TOMM7	translocase of outer mitochondrial membrane 7	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	3	54543	NCBI Ortholog
100337986	NIM1K	NIM1 serine/threonine protein kinase	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	3	167359	NCBI Ortholog
100337988	CFAP206	cilia and flagella associated protein 206	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	5	154313	NCBI Ortholog
100337990	HEY2	hes related family bHLH transcription factor with YRPW motif 2	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	2	23493	NCBI Ortholog
